701718 AMBLER                 AK  -9  N67  6  W157 51    88  1003
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
 11   163 J8   133  1277 J9   970    85 J8    62   406  7201  5.6  3.2  0.45  0.02 -13.61 -20.66 -17.01 -16.55  59  1064     0  3.4
 12     3 J9     6   170 J9   319     2 J9     3    13  1912  7.5  6.3  0.32  0.03 -15.66 -22.86 -19.11 -18.79  66  1165     0  4.8
 13  2642 J8  2440  4101 J8  3066  1024 J8   859  4968 16911  6.3  4.4  0.85  0.06  -0.42  -8.44  -4.25  -3.75  65  8299     8  3.4
 2002
  1    60 J8    58   459 J9   449    43 J8    42   197  5469  5.9  4.6  0.45  0.04 -16.06 -25.58 -20.92 -20.89  74  1214     0  3.4
  2   594 J8   309  1678 J8  1342   348 J8   152  1342 11125  7.0  3.7  0.42  0.06  -8.88 -17.65 -13.34 -13.05  68   885     0  4.0
  3  1995 J8   716  4044 J8  2540   893 J8   350  3768 16169  5.5  2.8  0.48  0.08  -4.88 -12.03  -8.28  -7.42  62   830     0  3.3
  4  3330 J8  1201  4985 J8  3911  1428 J8   457  6992 21129  5.2  4.9  0.61  0.09  -4.20 -12.83  -8.35  -7.55  68   805     0  2.7
  5  5456 J8  2120  7992 J8  5417  1679 J8   520  9964 26541  4.1  4.0  0.91  0.09  10.26   1.93   6.28   6.67  53   379     0  3.4
  6  5942 J8  1801  7455 J8  4805  2331 J8   736 11538 31667  5.2  4.0  1.44  0.09  17.60   6.86  12.65  12.66  51   184     1  2.6
  7  4891 J8  1535  5663 J8  4254  2209 J8   640 10652 28822  6.5  5.2  1.87  0.08  18.86   9.52  14.42  14.67  62   147    19  1.9
  8  3950 J8  1806  6357 J8  5003  1311 J8   493  7956 22529  4.5  4.1  1.40  0.06  14.30   4.51   9.74  10.61  64   277     0  2.5
  9  1583 J8   712  2069 J8  2779   983 J8   317  4766 17600  7.6  7.5  1.40  0.04   9.17   3.53   6.21   6.98  76   359     0  2.5
 10   807 J8   348  2538 J8  2122   391 J8   203  2012 12692  6.3  5.9  0.95  0.03   1.31  -3.77  -1.37  -0.62  72   606     0  2.5
 11   140 J8   114   860 J8  1026    86 J8    69   413  7247  6.0  5.9  0.75  0.02  -5.23  -9.68  -7.29  -6.97  68   774     0  3.9
 12     2 J9     4   211 J9   300     1 J9     2    13  1931  5.7  5.5  0.59  0.03 -10.88 -16.07 -13.26 -13.22  75   986     0  3.0
 13  2396 J8  2222  3692 J8  2764   975 J8   827  4968 16910  5.8  4.8  0.94  0.06   1.78  -5.94  -1.96  -1.51  66  7447    21  3.0
 2003
  1    66 J8    68   758 J8   667    34 J8    33   192  5419  4.0  3.6  0.47  0.04 -12.50 -19.62 -15.76 -15.61  67  1066     0  3.6
  2   548 J8   351  1195 J8  1406   355 J8   153  1327 11079  8.6  5.4  0.55  0.06 -10.69 -18.34 -14.38 -13.59  72   920     0  3.1
  3  2122 J8   771  4945 J8  2476   737 J8   298  3744 16124  3.4  2.5  0.41  0.08 -12.65 -21.50 -16.92 -16.11  63  1098     0  2.1
