722026 HOMESTEAD AFB          FL  -5  N25 29  W080 23     5  1012
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  7  6575 J6   780  5428 J7  1515  2558 J6   425 11121 17861  3.8  3.4  4.22  0.23  31.97  25.14  28.41  29.57  76     0   317  2.9
  8  5506 J5  1324  3819 J7  2229  2668 J5   583 10602 17276  6.2  5.3  4.49  0.22  31.66  24.73  27.86  29.19  77     0   306  1.9
  9  4888 J6  1114  3425 J7  1915  2496 J6   351  9639 16564  6.5  5.6  4.77  0.19  30.67  24.47  27.32  28.61  81     0   277  1.9
 10  4618 J5   871  4565 J7  1703  1807 J5   352  8301 15833  4.2  3.7  3.88  0.15  29.74  22.83  26.02  27.57  77     0   247  1.6
 11  3319 J5  1010  3378 J7  2400  1520 J5   378  6984 15191  5.0  4.8  3.51  0.11  27.72  21.33  24.42  25.79  80     0   186  2.4
 12  3279 J5   729  3918 J7  1917  1315 J5   320  6312 14879  4.9  4.6  2.91  0.08  25.85  18.56  21.89  23.61  80     4   124  2.2
 13  4793 J6  1071  4092 J7   783  2128 J6   599  9142 16522  5.4  4.9  3.67  0.15  28.99  21.48  24.93  26.52  78    30  2556  2.5
 1995
  1  3466 J6   933  4025 J7  2409  1420 J6   411  6706 15136  5.4  5.0  2.48  0.07  23.44  14.41  18.85  21.13  74    34    52  2.3
  2  4630 J5   808  5526 J7  1978  1492 J5   434  7897 15784  3.3  3.1  2.31  0.08  24.30  14.50  19.48  21.71  75    34    64  2.4
  3  5417 J5   869  5359 J7  1743  1843 J5   442  9306 16538  4.7  4.1  2.56  0.11  26.39  18.26  22.26  23.88  75     0   124  2.8
  4  5721 J5  1485  4738 J7  2509  2347 J5   526 10451 17262  4.8  4.2  3.00  0.15  28.44  20.76  24.43  25.98  75     0   188  2.2
  5  6597 J5  1066  5422 J7  1962  2514 J5   492 11078 17833  4.0  3.6  3.47  0.19  30.98  23.61  27.27  28.69  73     0   278  1.9
  6  5880 J5  1280  3995 J7  2381  2877 J5   571 11267 18082  6.4  5.6  4.56  0.21  30.84  23.49  26.99  28.05  80     0   265  1.7
  7  5808 J5  1176  3620 J7  2105  3065 J5   563 11123 17866  6.2  5.0  4.62  0.23  32.52  24.35  27.90  29.10  78     0   313  1.9
  8  5676 J5  1125  3961 J7  2119  2690 J5   520 10609 17282  5.6  5.0  4.64  0.22  32.99  24.90  28.49  29.89  80     0   329  1.8
  9  5001 J5   957  3521 J7  1970  2549 J5   543  9650 16572  5.7  4.9  4.83  0.19  31.75  24.24  27.50  28.84  81     0   290  1.6
 10  4048 J5  1043  3339 J7  2013  2007 J5   389  8313 15845  6.3  5.4  4.92  0.14  29.99  24.69  27.01  28.18  81     0   279  2.6
 11  3811 J5   844  4319 J7  1973  1438 J5   293  6994 15198  4.8  4.5  3.05  0.11  26.42  18.98  22.70  24.22  71     3   134  2.6
 12  3110 J5   754  3473 J7  1935  1397 J5   307  6314 14878  5.3  4.7  2.88  0.08  23.50  14.87  18.80  20.89  78    53    80  2.4
 13  4931 J5  1106  4275 J7   799  2137 J5   614  9142 16523  5.2  4.6  3.61  0.15  28.46  20.59  24.31  25.88  77   124  2396  2.2
 1996
  1  3663 J5   845  4386 J7  2038  1386 J5   325  6698 15131  4.4  4.2  2.40  0.07  24.49  12.87  19.08  21.61  77    63    74  2.7
  2  4783 J5   883  5916 J7  2058  1363 J5   389  7909 15789  3.0  2.7  1.96  0.08  24.05  12.22  18.27  20.91  73    56    50  2.3
  3  5164 J5  1401  4808 J7  2383  1991 J5   372  9338 16557  4.6  4.3  2.52  0.11  24.63  15.64  20.13  22.05  75    30    86  3.4
  4  5837 J5  1516  4969 J7  2475  2242 J5   429 10472 17279  4.5  4.3  2.61  0.15  27.59  19.70  23.50  25.18  73     0   160  2.9
  5  5773 J5  1266  4242 J7  2112  2599 J5   534 11086 17843  5.9  5.3  3.83  0.19  29.98  22.60  25.81  27.08  78     0   247  2.5
  6  5664 J5  1315  3511 J7  2274  3000 J5   597 11267 18082  6.5  5.6  4.55  0.21  31.11  23.04  26.66  28.00  81     0   262  1.8
  7  5786 J7   911  3450 J7  1386  3146 J7   392 11116 17855  6.1  4.9  4.24  0.23  32.39  25.19  28.59  29.85  76     0   324  2.2
  8  5680 J7  1062  4000 J7  1993  2717 J7   514 10592 17265  4.9  4.5  4.36  0.22  31.68  24.16  27.44  28.90  78     0   297  2.1
  9  4685 J5   861  2978 J7  1515  2595 J5   384  9622 16554  6.3  5.7  4.46  0.18  31.77  23.85  27.08  28.80  79     0   284  1.7
 10  3675 J5  1028  2659 J7  1911  2046 J5   399  8279 15826  7.1  6.3  4.11  0.14  28.21  22.13  24.89  26.15  79     0   212  2.7
 11  3183 J5   857  2635 J7  1749  1753 J5   337  6967 15186  6.0  5.7  3.11  0.10  26.91  19.42  22.85  24.43  73     0   145  3.7
 12  3047 J5   696  3087 J7  1851  1503 J5   306  6310 14880  5.6  5.3  2.70  0.08  25.32  15.80  20.16  22.41  78    19    88  2.1
 13  4745 J6  1082  3887 J7  1018  2195 J6   621  9138 16521  5.4  4.9  3.40  0.15  28.18  19.72  23.71  25.45  77   168  2230  2.5
 1997
  1  3363 J5   854  3751 J7  2069  1472 J5   321  6721 15146  5.2  5.0  2.54  0.07  24.81  15.69  19.97  22.29  77    30    90  2.4
  2  3820 J5  1016  3417 J7  2200  1860 J5   374  7923 15801  5.5  5.4  2.88  0.08  27.54  20.17  23.53  25.20  79     2   157  3.3
  3  4650 J5  1004  3703 J7  1831  2233 J5   380  9331 16558  5.6  5.3  2.84  0.11  28.87  21.03  24.66  26.33  75     0   205  3.7
  4  4936 J5  1147  2969 J7  1861  2787 J5   406 10469 17281  6.8  6.4  3.46  0.15  28.57  20.89  24.58  26.11  73     0   192  4.1
  5  5404 J5  1034  3125 J7  1626  3034 J5   304 11087 17845  6.9  6.3  3.69  0.19  30.48  23.44  26.76  27.95  76     0   268  3.5
  6  5571 J5  1197  3197 J7  1673  3122 J5   482 11268 18083  7.2  6.1  4.45  0.21  32.27  24.04  27.74  29.05  76     0   295  3.1
  7  5191 J5   893  2613 J7  1558  3201 J5   481 11118 17858  6.9  6.4  4.55  0.23  32.84  24.26  28.00  29.43  75     0   317  2.8
