722104 ST PETERSBURG ALBERT W FL  -5  N27 46  W082 38     2  1013
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  1  3337 K4  1003  4182 K6  2593  1308 K4   444  6351 14935  7.0  5.8  2.39  0.07  21.44  15.81  18.42  19.45  84    31    40  3.7
  2  4012 K4  1512  4529 K6  3141  1445 K4   529  7605 15672  6.1  5.6  2.13  0.08  21.52  15.28  18.09  19.30  79    36    38  4.5
  3  5641 K4  1415  6281 K6  2731  1637 K4   544  9116 16533  4.6  3.9  2.15  0.11  22.45  15.68  18.81  19.82  69    45    68  4.3
  4  6618 K4  1518  6660 K6  2596  1901 K4   507 10386 17362  4.7  4.4  2.47  0.15  27.07  20.31  23.39  24.66  66     0   161  4.4
  5  6572 K4  1740  5581 K6  2680  2360 K4   549 11119 18020  5.0  4.6  3.12  0.19  29.85  23.67  26.37  27.39  71     0   261  3.2
  6  7135 K4   903  6314 K6  1658  2309 K4   377 11358 18306  3.6  3.0  3.98  0.21  32.87  26.60  29.39  30.46  72     0   342  3.3
  7  6026 K4  1556  4652 K6  2164  2408 K4   436 11184 18063  2.2  1.8  4.72  0.23  31.81  26.13  28.77  29.49  78     0   330  3.1
  8  6224 K4   879  5352 K6  1548  2270 K4   408 10569 17399  2.2  1.9  4.44  0.22  32.31  26.23  28.81  29.82  76     0   339  3.5
  9  4516 K4  1295  3264 K6  2125  2280 K4   415  9482 16590  3.9  3.4  4.88  0.19  30.40  25.27  27.44  28.32  79     0   285  5.4
 10  4965 K4   652  5553 K6  1476  1685 K4   378  8029 15755  2.5  2.2  3.07  0.14  28.84  23.00  25.65  26.75  74     0   235  4.4
 11  3912 K4   871  4977 K6  1830  1299 K4   246  6636 15010  2.8  2.4  2.63  0.11  26.20  19.54  22.44  23.67  79     5   141  3.4
 12  3474 K4   958  5262 K6  2235   994 K4   217  5935 14648  3.4  3.1  2.43  0.08  24.26  17.71  20.46  21.69  85    19   102  3.7
 13  5203 K4  1335  5217 K6   973  1825 K4   496  8981 16524  4.0  3.5  3.20  0.15  27.42  21.27  24.00  25.07  76   136  2342  3.9
 1999
  1  3886 K4   683  5729 K6  1984  1130 K4   388  6343 14930  3.1  2.8  1.88  0.07  22.16  14.19  17.59  19.09  84    51    46  3.8
  2  4803 K4   985  6411 K6  2276  1270 K4   466  7592 15665  2.5  2.4  1.86  0.08  22.25  15.29  18.33  19.61  79    40    52  3.9
  3  5720 K4  1402  6572 K6  2513  1536 K4   430  9103 16526  1.7  1.5  1.60  0.11  23.33  15.19  18.72  20.12  73    14    43  4.1
  4  6728 K4  1292  6704 K6  2292  1972 K4   537 10377 17355  1.9  1.8  2.51  0.15  27.57  20.20  23.35  24.59  79     1   167  3.8
  5  7125 K4   832  6287 K6  1644  2380 K4   442 11114 18016  2.0  1.8  2.83  0.19  28.98  21.81  25.01  26.07  74     2   221  3.9
  6  5812 K4  1702  4192 K6  2474  2540 K4   357 11358 18305  3.1  2.7  4.49  0.21  30.56  24.52  27.00  27.85  80     0   276  4.0
